,Application ID,No of times 90 DPD or worse in last 6 months,No of times 60 DPD or worse in last 6 months,No of times 30 DPD or worse in last 6 months,No of times 90 DPD or worse in last 12 months,No of times 60 DPD or worse in last 12 months,No of times 30 DPD or worse in last 12 months,Avgas CC Utilization in last 12 months,No of trades opened in last 6 months,No of trades opened in last 12 months,No of PL trades opened in last 6 months,No of PL trades opened in last 12 months,No of Inquiries in last 6 months (excluding home & auto loans),No of Inquiries in last 12 months (excluding home & auto loans),Presence of open home loan,Outstanding Balance,Total No of Trades,Presence of open auto loan
19209,868939015,0,0,0,0,0,0,4,1,1,0,0,0,0,0,6341,3,0
19210,657227695,0,0,0,0,0,0,10,0,1,0,0,0,0,0,222628,2,1
19211,294782554,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2942073,4,0
19212,103640298,0,0,0,0,0,0,8,1,1,0,0,0,0,0,18189,3,0
19213,36719506,0,0,0,0,0,0,11,1,2,0,0,0,0,0,3551,3,0
19214,140576976,0,0,0,0,0,0,11,1,2,0,0,0,0,0,356513,4,1
19215,222442161,0,0,0,0,0,0,3,1,2,0,0,0,0,0,11586,5,0
19216,30420289,0,0,0,0,0,0,6,1,2,0,0,0,0,0,16170,4,0
19217,615403793,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8984,2,0
19218,505995716,0,0,0,0,0,0,7,1,1,0,0,0,0,0,8556,3,0
19219,920412871,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13696,2,0
19220,765855679,0,0,0,0,0,0,6,1,2,0,0,0,0,0,16869,4,0
19221,349272571,0,0,0,0,0,0,8,1,2,0,0,0,0,0,8748,3,0
19222,703009,0,0,0,0,0,0,11,1,2,0,0,0,0,0,265756,3,1
19223,371364325,0,0,0,0,0,0,10,1,1,0,0,0,0,0,13468,2,0
19224,384337127,0,0,0,0,0,0,6,0,1,0,0,0,0,0,859,2,0
19225,517171490,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2940666,3,0
19226,918036091,0,0,0,0,0,0,10,0,1,0,0,0,0,1,2941764,3,0
19227,44804204,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2935883,1,0
19228,557251784,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2935454,2,0
19229,29933362,0,0,0,0,0,0,6,1,1,0,0,0,0,0,14238,3,0
19230,209968411,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8158,2,0
19231,7904280,0,0,0,0,0,0,12,1,2,0,0,0,0,1,2933203,3,0
19232,309221487,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8360,3,0
19233,888701827,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1878,3,0
19234,79529535,0,0,0,0,0,0,6,1,2,0,0,0,0,0,9953,4,0
19235,223891795,0,0,0,0,0,0,11,1,2,0,0,0,0,1,2942509,4,0
19236,646916326,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1831,2,0
19237,335237289,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6475,4,0
19238,116093169,0,0,0,0,0,0,10,1,2,0,0,0,0,0,17060,3,0
19239,254341365,0,0,0,0,0,0,7,1,2,0,0,0,0,0,3166,3,0
19240,999052924,0,0,0,0,0,0,8,1,1,0,0,0,0,0,14621,3,0
19241,448681295,0,0,0,0,0,0,6,0,1,0,0,0,0,1,2936385,2,0
19242,61390752,0,0,0,0,0,0,7,1,1,0,0,0,0,0,7063,4,0
19243,425582744,0,0,0,0,0,0,3,1,2,0,0,0,0,0,668,5,0
19244,49118603,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2934037,4,0
19245,140863443,0,0,0,0,0,0,7,1,2,0,0,0,0,0,14785,4,0
19246,574658558,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1058,3,0
19247,160211124,0,0,0,0,0,0,13,0,1,0,0,0,0,1,2935517,2,0
19248,372060007,0,0,0,0,0,0,7,0,1,0,0,0,0,0,15547,1,0
19249,955234522,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2932180,2,0
19250,326381969,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2946315,2,0
19251,958271382,0,0,0,0,0,0,10,1,2,0,0,0,0,0,93247,5,1
19252,899819626,0,0,0,0,0,0,7,1,1,0,0,0,0,1,2932839,2,0
19253,807516354,0,0,0,0,0,0,4,0,1,0,0,0,0,0,9944,4,0
19254,182829929,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2952946,5,0
19255,957480813,0,0,0,0,0,0,12,1,2,0,0,0,0,1,2934308,2,0
19256,86028707,0,0,0,0,0,0,10,0,1,0,0,0,0,0,11797,2,0
19257,636733310,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1096,2,0
19258,900986859,0,0,0,0,0,0,5,1,2,0,0,0,0,0,17155,3,0
19259,66899617,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2941308,1,0
19260,792615284,0,0,0,0,0,0,8,1,2,0,0,0,0,0,18176,3,0
19261,461227809,0,0,0,0,0,0,5,0,1,0,0,0,0,0,4481,3,0
19262,624063516,0,0,0,0,0,0,5,1,2,0,0,0,0,0,2986,3,0
19263,747731614,0,0,0,0,0,0,12,1,1,0,0,0,0,0,13673,3,0
19264,4802552,0,0,0,0,0,0,8,1,1,0,0,0,0,0,6039,3,0
19265,477601609,0,0,0,0,0,0,3,0,1,0,0,0,0,0,10301,2,0
19266,298542304,0,0,0,0,0,0,13,1,2,0,0,0,0,0,226,3,0
19267,674437341,0,0,0,0,0,0,4,0,1,0,0,0,0,0,16959,1,0
19268,175575222,0,0,0,0,0,0,9,1,2,0,0,0,0,0,3628,3,0
19269,596463339,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2949696,4,0
19270,578853757,0,0,0,0,0,0,5,0,1,0,0,0,0,0,15094,3,0
19271,123130210,0,0,0,0,0,0,7,0,1,0,0,0,0,1,2935116,4,0
19272,151175210,0,0,0,0,0,0,12,1,1,0,0,0,0,1,2932406,1,0
19273,154212975,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2936751,1,0
19274,435623775,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2083,1,0
19275,189027293,0,0,0,0,0,0,11,0,1,0,0,0,0,0,2991,3,0
19276,24020715,0,0,0,0,0,0,3,0,1,0,0,0,0,0,7298,2,0
19277,963384175,0,0,0,0,0,0,11,1,1,0,0,0,0,0,3108,2,0
19278,113097957,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2935997,2,0
19279,718892526,0,0,0,0,0,0,7,1,2,0,0,0,0,1,2937394,5,0
19280,698826326,0,0,0,0,0,0,12,1,2,0,0,0,0,1,2935228,2,0
19281,395647991,0,0,0,0,0,0,7,1,1,0,0,0,0,0,3205,2,0
19282,843566119,0,0,0,0,0,0,7,1,1,0,0,0,0,0,9796,2,0
19283,413723101,0,0,0,0,0,0,8,1,1,0,0,0,0,1,3303091,1,1
19284,850721221,0,0,0,0,0,0,9,1,2,0,0,0,0,0,196672,4,1
19285,525121724,0,0,0,0,0,0,4,1,2,0,0,0,0,0,8379,4,0
19286,613212312,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7860,1,0
19287,935448009,0,0,0,0,0,0,12,1,2,0,0,0,0,0,12337,5,0
19288,49486336,0,0,0,0,0,0,5,0,1,0,0,0,0,0,17474,1,0
19289,851597490,0,0,0,0,0,0,6,1,2,0,0,0,0,0,12516,4,0
19290,817849589,0,0,0,0,0,0,14,1,1,0,0,0,0,0,2721,3,0
19291,962864798,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2938717,2,0
19292,677467997,0,0,0,0,0,0,2,1,1,0,0,0,0,0,134262,3,1
19293,135562948,0,0,0,0,0,0,7,1,2,0,0,0,0,0,9314,3,0
19294,375631857,0,0,0,0,0,0,12,1,2,0,0,0,0,0,7616,5,0
19295,402837471,0,0,0,0,0,0,7,1,2,0,0,0,0,0,4503,3,0
19296,436082207,0,0,0,0,0,0,6,1,1,0,0,0,0,0,8582,1,0
19297,793119281,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3067,3,0
19298,635514550,0,0,0,0,0,0,8,0,1,0,0,0,0,0,5675,3,0
19299,899354641,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5115,1,0
19300,441551335,0,0,0,0,0,0,9,1,2,0,0,0,0,0,13979,2,0
19301,955279501,0,0,0,0,0,0,12,0,1,0,0,0,0,1,2938767,3,0
19302,138195663,0,0,0,0,0,0,7,1,2,0,0,0,0,0,24141,4,0
19304,357135285,0,0,0,0,0,0,7,0,1,0,0,0,0,0,18920,2,0
19305,579746567,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2937012,2,0
19306,555811650,0,0,0,0,0,0,11,1,2,0,0,0,0,0,16853,3,0
19307,282704077,0,0,0,0,0,0,11,1,2,0,0,0,0,0,4691,3,0
19308,878580017,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3111021,2,1
19309,784904311,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,0
19310,416444115,0,0,0,0,0,0,11,1,1,0,0,0,0,1,2953502,1,0
19311,192531705,0,0,0,0,0,0,15,1,1,0,0,0,0,0,2436,3,0
19312,434965097,0,0,0,0,0,0,12,0,0,0,0,0,0,1,2947719,3,0
19313,59344413,0,0,0,0,0,0,10,0,1,0,0,0,0,1,2935473,3,0
19314,908276708,0,0,0,0,0,0,11,0,1,0,0,0,0,0,12252,2,0
19315,348923601,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2935278,3,0
19316,906972706,0,0,0,0,0,0,15,1,2,0,0,0,0,1,2936628,3,0
19317,29381433,0,0,0,0,0,0,8,1,1,0,0,0,0,0,8601,1,0
19318,764079920,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2936332,1,0
19319,146192238,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2936753,3,0
19320,267761589,0,0,0,0,0,0,5,1,1,0,0,0,0,0,3499,4,0
19321,811531960,0,0,0,0,0,0,2,1,1,0,0,0,0,0,10047,2,0
19322,716381473,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2940212,3,0
19323,520284449,0,0,0,0,0,0,13,0,1,0,0,0,0,0,18903,2,0
19324,322323990,0,0,0,0,0,0,3,1,2,0,0,0,0,0,16588,3,0
19325,950116156,0,0,0,0,0,0,12,1,2,0,0,0,0,1,2945460,4,0
19326,890567263,0,0,0,0,0,0,10,1,1,0,0,0,0,0,13861,3,0
19327,972944565,0,0,0,0,0,0,5,1,1,0,0,0,0,0,8249,3,0
19328,509851225,0,0,0,0,0,0,9,0,1,0,0,0,0,0,4609,2,0
19329,304292858,0,0,0,0,0,0,11,1,2,0,0,0,0,0,9395,3,0
19330,644761846,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1043,2,0
19331,288360818,0,0,0,0,0,0,9,1,2,0,0,0,0,0,6464,4,0
19332,753484838,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2577,1,0
19333,161554347,0,0,0,0,0,0,8,1,2,0,0,0,0,0,9143,2,0
19334,944928407,0,0,0,0,0,0,4,0,1,0,0,0,0,0,15414,2,0
19335,620739088,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8063,1,0
19336,1000026258,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2935260,3,0
19337,834106503,0,0,0,0,0,0,15,1,2,0,0,0,0,0,10323,5,0
19338,73589664,0,0,0,0,0,0,13,1,1,0,0,0,0,1,2935844,3,0
19339,967107806,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3079,3,0
19340,36213945,0,0,0,0,0,0,10,0,0,0,0,0,0,0,150120,1,1
19341,46347461,0,0,0,0,0,0,5,1,1,0,0,0,0,0,4150,3,0
19342,403459296,0,0,0,0,0,0,4,1,2,0,0,0,0,1,2936835,3,0
19343,666590069,0,0,0,0,0,0,3,1,1,0,0,0,0,1,3090170,3,1
19344,6017110,0,0,0,0,0,0,7,1,1,0,0,0,0,1,2933437,3,0
19345,977671084,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2947990,2,0
19346,477902482,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2950684,3,0
19347,678926546,0,0,0,0,0,0,8,1,2,0,0,0,0,0,346,3,0
19348,113976149,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2935066,1,0
19349,511355603,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2934924,1,0
19350,127881860,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2951553,3,0
19351,626869406,0,0,0,0,0,0,5,1,2,0,0,0,0,0,7856,3,0
19352,322478552,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,3,0
19353,401053126,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2950660,2,0
19354,582661319,0,0,0,0,0,0,15,1,1,0,0,0,0,1,3237954,1,1
19355,748471074,0,0,0,0,0,0,10,0,1,0,0,0,0,0,19371,2,0
19356,443223234,0,0,0,0,0,0,3,1,2,0,0,0,0,0,19812,3,0
19357,850939103,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2935768,2,0
19358,448653672,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5160,1,0
19359,279463137,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10702,1,0
19360,619318784,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2941477,2,0
19361,463007280,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2953472,3,0
19362,353602196,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2939378,2,0
19363,591808248,0,0,0,0,0,0,4,1,2,0,0,0,0,0,132904,5,1
19364,49697242,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17311,1,0
19365,551125172,0,0,0,0,0,0,8,1,1,0,0,0,0,1,2935587,1,0
19366,934708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6040,2,0
19367,24316357,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13064,2,0
19368,717707512,0,0,0,0,0,0,3,1,1,0,0,0,0,0,11176,3,0
19369,978697380,0,0,0,0,0,0,12,1,1,0,0,0,0,0,22618,2,0
19370,386198998,0,0,0,0,0,0,7,1,2,0,0,0,0,1,2932372,4,0
19371,525555240,0,0,0,0,0,0,3,0,1,0,0,0,0,1,3317785,3,1
19372,383579079,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2956651,4,0
19373,71138785,0,0,0,0,0,0,11,0,0,0,0,0,0,0,293,2,0
19374,375339017,0,0,0,0,0,0,8,1,2,0,0,0,0,0,6212,5,0
19375,619456210,0,0,0,0,0,0,7,1,1,0,0,0,0,0,400876,3,1
19376,961183447,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13777,1,0
19377,792136363,0,0,0,0,0,0,7,1,2,0,0,0,0,0,3048,4,0
19378,587841542,0,0,0,0,0,0,5,0,1,0,0,0,0,0,16916,2,0
19379,629062285,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2934482,3,0
19380,464911320,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13154,2,0
19381,878329644,0,0,0,0,0,0,5,0,1,0,0,0,0,1,3133932,4,1
19382,743626321,0,0,0,0,0,0,7,0,1,0,0,0,0,0,5955,3,0
19383,878492939,0,0,0,0,0,0,9,1,2,0,0,0,0,0,2337,3,0
19384,570854599,0,0,0,0,0,0,11,1,2,0,0,0,0,1,2942999,3,0
19385,319531153,0,0,0,0,0,0,8,1,2,0,0,0,0,0,2865,3,0
19386,519435951,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2939181,2,0
19387,986480049,0,0,0,0,0,0,4,1,1,0,0,0,0,0,4130,3,0
19388,118844182,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2949681,4,0
19389,790965470,0,0,0,0,0,0,4,1,2,0,0,0,0,0,22712,3,0
19390,734936180,0,0,0,0,0,0,4,1,2,0,0,0,0,0,241814,3,1
19391,941431750,0,0,0,0,0,0,7,1,1,0,0,0,0,0,223398,3,1
19392,818360318,0,0,0,0,0,0,3,1,1,0,0,0,0,0,8294,3,0
19393,163709307,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2941562,2,0
19394,449478543,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1574,2,0
19395,78979897,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2436,1,0
19396,299553216,0,0,0,0,0,0,9,1,1,0,0,0,0,1,3167746,3,1
19397,22224024,0,0,0,0,0,0,7,0,1,0,0,0,0,1,2939427,1,0
19398,214119336,0,0,0,0,0,0,7,1,1,0,0,0,0,0,10878,2,0
19399,787305126,0,0,0,0,0,0,9,0,1,0,0,0,0,0,2655,3,0
19400,449668401,0,0,0,0,0,0,4,1,2,0,0,0,0,0,9866,4,0
19401,69360457,0,0,0,0,0,0,7,0,1,0,0,0,0,0,10969,3,0
19402,365934019,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16302,2,0
19403,109038441,0,0,0,0,0,0,12,1,2,0,0,0,0,0,17535,5,0
19404,997659840,0,0,0,0,0,0,11,1,2,0,0,0,0,1,2935503,3,0
19405,941777394,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2935786,1,0
19406,53428973,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2945046,3,0
19407,361631921,0,0,0,0,0,0,12,0,1,0,0,0,0,0,4639,3,0
19408,921204272,0,0,0,0,0,0,12,0,1,0,0,0,0,0,2530,1,0
19409,735808705,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18570,1,0
19410,699092866,0,0,0,0,0,0,9,1,2,0,0,0,0,0,11137,2,0
19411,782846704,0,0,0,0,0,0,10,1,1,0,0,0,0,0,10685,2,0
19412,568642517,0,0,0,0,0,0,8,1,2,0,0,0,0,0,516,3,0
19413,623041054,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1151,1,0
19414,692002251,0,0,0,0,0,0,10,0,1,0,0,0,0,1,2932116,1,0
19415,446931008,0,0,0,0,0,0,13,1,1,0,0,0,0,1,2954135,2,0
19417,716934507,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3812,2,0
19418,213076335,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3205,2,0
19419,410127205,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2934350,1,0
19420,275535248,0,0,0,0,0,0,7,1,1,0,0,0,0,0,4605,2,0
19421,917433468,0,0,0,0,0,0,5,1,1,0,0,0,0,0,9076,4,0
19422,673351429,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9528,1,0
19423,376866346,0,0,0,0,0,0,8,1,2,0,0,0,0,1,2941879,4,0
19424,326389232,0,0,0,0,0,0,12,1,2,0,0,0,0,0,19424,4,0
19425,925619313,0,0,0,0,0,0,14,1,2,0,0,0,0,1,2939153,4,0
19426,175004324,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2564,3,0
19427,145477676,0,0,0,0,0,0,7,1,1,0,0,0,0,1,2949869,1,0
19428,739892594,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15204,1,0
19429,482792241,0,0,0,0,0,0,7,1,2,0,0,0,0,0,18381,3,0
19430,220326864,0,0,0,0,0,0,11,1,2,0,0,0,0,0,1032,4,0
19431,203278504,0,0,0,0,0,0,10,1,2,0,0,0,0,0,66874,4,1
19432,444285331,0,0,0,0,0,0,3,1,1,0,0,0,0,0,8545,1,0
19433,695820566,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11880,3,0
19434,555636454,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1242,3,0
19435,623124463,0,0,0,0,0,0,5,1,1,0,0,0,0,0,16249,3,0
19436,621215224,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2932817,2,0
19437,225837122,0,0,0,0,0,0,3,1,2,0,0,0,0,0,7131,5,0
19438,152449823,0,0,0,0,0,0,2,1,2,0,0,0,0,0,604,4,0
19439,758703169,0,0,0,0,0,0,9,1,2,0,0,0,0,0,228989,5,1
19440,549947944,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1931,1,0
19441,803582616,0,0,0,0,0,0,15,0,1,0,0,0,0,1,2933319,4,0
19442,483890972,0,0,0,0,0,0,11,1,2,0,0,0,0,0,1114,3,0
19443,170167629,0,0,0,0,0,0,3,1,1,0,0,0,0,1,2952204,4,0
19444,942728828,0,0,0,0,0,0,7,1,2,0,0,0,0,0,13012,5,0
19445,154929445,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2770,1,0
19446,274028776,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2941391,5,0
19447,853570829,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23571,2,1
19448,956375742,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2934592,2,0
19449,514295025,0,0,0,0,0,0,7,1,1,0,0,0,0,0,7546,1,0
19450,16171742,0,0,0,0,0,0,7,1,1,0,0,0,0,0,2227,4,0
19451,837055645,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2935424,2,0
19452,209673751,0,0,0,0,0,0,7,0,1,0,0,0,0,0,12454,2,0
19453,665059782,0,0,0,0,0,0,9,1,2,0,0,0,0,0,2688,4,0
19454,933514927,0,0,0,0,0,0,9,1,2,0,0,0,0,1,2936000,3,0
19455,592725197,0,0,0,0,0,0,13,1,1,0,0,0,0,0,21149,2,0
19456,358582247,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13306,2,0
19457,191758536,0,0,0,0,0,0,7,0,1,0,0,0,0,0,9380,4,0
19458,546904444,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4631,3,0
19459,949719000,0,0,0,0,0,0,11,1,1,0,0,0,0,0,10571,4,0
19460,112946583,0,0,0,0,0,0,11,0,1,0,0,0,0,1,2952826,3,0
19461,724624820,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2934894,3,0
19462,991267597,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2933678,3,0
19463,916275020,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2939619,1,0
19464,583303835,0,0,0,0,0,0,11,1,1,0,0,0,0,1,3276333,2,1
19465,195677525,0,0,0,0,0,0,8,1,2,0,0,0,0,0,147033,3,1
19466,778450811,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2944415,4,0
19467,378508805,0,0,0,0,0,0,12,1,2,0,0,0,0,1,2931729,5,0
19468,315313013,0,0,0,0,0,0,1,1,2,0,0,0,0,1,2937490,4,0
19469,708716199,0,0,0,0,0,0,7,0,1,0,0,0,0,0,275889,1,1
19470,792173084,0,0,0,0,0,0,11,1,2,0,0,0,0,0,23319,5,0
19471,67394980,0,0,0,0,0,0,8,1,2,0,0,0,0,0,10531,4,0
19472,212284377,0,0,0,0,0,0,8,1,2,0,0,0,0,0,411479,5,1
19473,707058388,0,0,0,0,0,0,5,0,1,0,0,0,0,0,9865,4,0
19474,677554056,0,0,0,0,0,0,15,1,2,0,0,0,0,1,2941557,4,0
19475,836501564,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7564,3,0
19476,580839259,0,0,0,0,0,0,8,1,1,0,0,0,0,0,191,2,0
19477,688630255,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0
19478,499554737,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2931479,2,0
19479,261943863,0,0,0,0,0,0,6,0,1,0,0,0,0,0,5653,3,0
19480,261849184,0,0,0,0,0,0,5,1,2,0,0,0,0,0,47,4,0
19481,994281500,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1880,4,0
19482,112964443,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2940756,3,0
19483,479874301,0,0,0,0,0,0,9,1,1,0,0,0,0,0,9675,2,0
19484,85290473,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2948307,2,0
19485,956260919,0,0,0,0,0,0,8,0,1,0,0,0,0,0,21036,3,0
19486,965645209,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12612,1,0
19487,940903444,0,0,0,0,0,0,5,0,1,0,0,0,0,0,7800,3,0
19488,971948250,0,0,0,0,0,0,7,1,2,0,0,0,0,0,23327,5,0
19489,785899916,0,0,0,0,0,0,9,1,2,0,0,0,0,1,3231467,4,1
19490,956339432,0,0,0,0,0,0,12,0,1,0,0,0,0,0,315948,2,1
19491,181462044,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2942477,4,0
19492,683289438,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2933386,5,0
19493,972619999,0,0,0,0,0,0,4,1,2,0,0,0,0,1,2951219,4,0
19494,89212326,0,0,0,0,0,0,8,0,1,0,0,0,0,1,2948400,1,0
19495,516293313,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4818,2,0
19496,826724333,0,0,0,0,0,0,10,1,1,0,0,0,0,0,1493,4,0
19497,303372130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2111,1,0
19498,376983965,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2934961,4,0
19499,814218879,0,0,0,0,0,0,9,0,1,0,0,0,0,0,985,2,0
19500,605008806,0,0,0,0,0,0,4,1,1,0,0,0,0,0,346255,3,1
19501,851134678,0,0,0,0,0,0,9,0,1,0,0,0,0,0,390,3,0
19502,925942344,0,0,0,0,0,0,9,1,1,0,0,0,0,1,2933917,2,0
19503,383893607,0,0,0,0,0,0,14,1,2,0,0,0,0,0,301749,5,1
19504,898450912,0,0,0,0,0,0,9,2,3,0,0,0,0,0,572,3,0
19505,553181622,0,0,0,0,0,0,7,1,1,0,0,0,0,0,18109,1,0
19506,671377878,0,0,0,0,0,0,8,1,1,0,0,0,0,1,2945364,3,0
19507,234271427,0,0,0,0,0,0,9,1,2,0,0,0,0,1,2931725,4,0
19508,398364845,0,0,0,0,0,0,13,1,2,0,0,0,0,1,2933936,3,0
19509,340817846,0,0,0,0,0,0,11,1,1,0,0,0,0,1,3023487,3,1
19510,813300616,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9251,2,0
19511,766175087,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1329,3,0
19512,613531752,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2939225,2,0
19513,296089405,0,0,0,0,0,0,9,1,2,0,0,0,0,0,24382,4,0
19514,913147946,0,0,0,0,0,0,8,1,2,0,0,0,0,0,4235,3,0
19515,247359520,0,0,0,0,0,0,6,1,2,0,0,0,0,0,324345,4,1
19516,436328444,0,0,0,0,0,0,8,0,1,0,0,0,0,0,10249,3,0
19517,598203524,0,0,0,0,0,0,12,1,1,0,0,0,0,0,10125,2,0
19518,184079010,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2938046,2,0
19519,755995419,0,0,0,0,0,0,9,1,2,0,0,0,0,1,2935061,5,0
19520,849739099,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4671,2,0
19521,684521111,0,0,0,0,0,0,13,1,2,0,0,0,0,1,2937298,3,0
19522,131794308,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6277,1,0
19523,986962843,0,0,0,0,0,0,12,0,0,0,0,0,0,0,218,2,0
19524,113826823,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1230,4,0
19525,204259592,0,0,0,0,0,0,4,1,1,0,0,0,0,1,2932945,3,0
19526,896370758,0,0,0,0,0,0,8,1,1,0,0,0,0,0,5676,3,0
19527,57945945,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2942723,4,0
19528,723447609,0,0,0,0,0,0,11,1,1,0,0,0,0,0,1747,3,0
19529,680511793,0,0,0,0,0,0,4,1,2,0,0,0,0,0,5776,3,0
19530,963483216,0,0,0,0,0,0,5,1,1,0,0,0,0,0,3757,2,0
19531,280006533,0,0,0,0,0,0,9,0,1,0,0,0,0,0,106679,2,1
19532,978962762,0,0,0,0,0,0,10,1,1,0,0,0,0,0,8458,3,0
19533,519968732,0,0,0,0,0,0,13,0,1,0,0,0,0,0,13,3,0
19534,491858868,0,0,0,0,0,0,3,1,2,0,0,0,0,1,2935798,3,0
