activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1
2020,549300FGXN1K3HLB1R50,99999,MO,29209,29209090400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,31,1,2,2,2,165000,61.63,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,57,48,3,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095011200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,4,1,2,2,2,65000,40.54,3.75,1.172,2,4572.08,NA,1958.25,1526.25,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,83,<20%,2,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047020901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,31,1,2,2,2,85000,95.15,3.75,1.112,2,5210.68,NA,2238.36,1433.37,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,21,50%-60%,1,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29043,29043020305,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,2,2,3,32,1,2,2,2,135000,76.23,3.375,0.126,2,7566.38,NA,1921.18,655.58,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,35,30%-<36%,1,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29025,29025950200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,2,1,1,2,2,2,25000,96.5,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,25000,1,1,3,5,1,NA,41,<20%,3,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047020201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,1,1,2,2,2,145000,96.99,4.375,0.925,2,2624.2,NA,1250,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,43,38,1,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021303,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,32,1,2,2,2,325000,96.91,3.99,0.711,2,15688.52,NA,3157,,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,182,30%-<36%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095014108,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,2,115000,78.4,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,44,20%-<30%,1,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013408,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,105000,95,3.99,1.109,2,3446.64,NA,2078.75,1828.75,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,40,20%-<30%,1,10,3
2020,549300FGXN1K3HLB1R50,99999,MO,29203,29203470100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,2,31,1,2,2,2,65000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,25,NA,9,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311151,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,32,1,2,2,2,175000,73.88,3,-0.317,2,2804.59,NA,1227.25,432.25,,360,NA,120,2,2,2,2,235000,1,1,3,5,1,NA,65,30%-<36%,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189221502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,2,32,1,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,75,NA,9,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,235000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,92,NA,9,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037061300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,3,2,1,32,1,2,2,2,115000,67.66,3.875,1.471,2,4851.57,NA,3259.94,3209.94,,96,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,103,41,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099701300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,75000,72.57,3.5,1.278,2,5274.67,NA,3733.72,2993.72,,120,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,41,20%-<30%,1,9,2
2020,549300FGXN1K3HLB1R50,16020,MO,29017,29017950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,4,0,2,1,32,1,2,2,2,75000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,22,NA,9,9,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,235000,90.81,3.5,0.575,2,3259.96,NA,2807.24,2807.24,,240,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,148,<20%,1,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004900,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,32,1,2,2,2,135000,100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,75,30%-<36%,3,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013307,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,3,2,1,31,1,2,2,2,255000,63.34,3.5,0.607,2,6754.29,NA,5145.5,3895.5,,240,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,79,30%-<36%,1,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,3,2,1,31,1,2,2,2,85000,69.2,3.99,1.299,2,3644.81,NA,2452.35,1202.35,,240,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,99,20%-<30%,1,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189216700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,175000,69.22,3.99,0.56,2,2766.12,NA,2427.23,2427.23,,324,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,76,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29115,29115490400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,3,2,1,31,1,2,2,2,115000,72.6,3.99,1.329,2,3492.36,NA,2411.62,1161.62,,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,123,39,3,9,1
2020,549300FGXN1K3HLB1R50,27620,MO,29051,29051010800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,1,2,2,2,95000,42.62,NA,NA,3,NA,NA,NA,NA,NA,96,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,97,49,1,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095014904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,175000,80,4.25,0.785,2,4617.65,NA,3034,1784,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,57,45,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311122,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,3,2,1,31,1,2,2,2,135000,69.11,2.875,0.542,2,5087.8,NA,4103.91,4103.91,,180,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,51,40,1,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29161,29161890200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,31,1,2,2,2,105000,79.15,3.75,1.052,2,5692.15,NA,2238.82,2207.58,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,36,50%-60%,1,9,2
2020,549300FGXN1K3HLB1R50,17860,MO,29019,29019001803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,165000,97,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,10,>60%,1,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510117100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,205000,62.32,3.99,0.675,3,6509.29,NA,5918.83,5918.83,,360,NA,NA,2,2,2,2,325000,1,3,3,5,4,NA,58,39,3,10,3
2020,549300FGXN1K3HLB1R50,41140,MO,29021,29021002200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,125000,57.06,2.99,0.366,2,6397.8,NA,5214.33,5214.33,,144,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,127,30%-<36%,2,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29073,29073960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,95000,97,3.99,0.795,2,3419.2,NA,1595.56,345.56,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,19,43,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29125,29125880100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,31,1,2,2,2,235000,NA,3.99,1.468,2,4128.58,NA,0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,NA,NA,2,9,3
2020,549300FGXN1K3HLB1R50,41140,MO,29021,29021001800,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,31,1,2,2,2,75000,NA,3.49,0.011,2,2077.05,NA,1563.55,796.83,,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,NA,NA,2,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099700208,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,135000,60,3.99,0.63,2,5435.16,NA,3890,2640,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,72,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189220501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,145000,80,4.375,1.004,2,5500.74,NA,3910,2660,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,99,30%-<36%,3,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,31,1,2,2,2,105000,58.55,3.75,0.718,2,4419.66,NA,3359.4,3184.13,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,73,30%-<36%,2,10,3
2020,549300FGXN1K3HLB1R50,28140,MO,29047,29047021805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,155000,80,3.625,0.28,2,4366.03,NA,3246.8,1996.8,,324,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,61,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,17860,MO,29019,29019002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,135000,72.43,3.625,0.868,2,4348.22,NA,3015,3015,,180,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,63,38,2,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29101,29101960900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,245000,80,3.625,0.405,2,5862.78,NA,4627,3377,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,119,<20%,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099700118,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,145000,79.94,3.375,0.57,2,4946.64,NA,3852.25,2602.25,,240,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,90,20%-<30%,2,9,2
2020,549300FGXN1K3HLB1R50,44180,MO,29043,29043020302,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,1,1,2,2,2,165000,100,3.5,-0.07,2,2433.73,NA,1632.13,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,47,49,2,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311114,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,205000,93.51,3.875,0.811,2,2812.2,NA,1494.8,1494.8,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,91,38,2,9,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095001000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,315000,93,3.5,0.524,2,1905.76,NA,255.97,,,240,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,215,20%-<30%,3,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095018200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,315000,71.95,3.25,-0.107,2,1813.4,NA,650,,,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,149,42,1,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189216800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,245000,80,3.99,0.51,2,5158.88,NA,4040,2790,,324,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,90,40,2,10,3
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,315000,95,3.625,0.346,2,4388.6,NA,2435.96,1185.96,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,139,20%-<30%,2,9,2
2020,549300FGXN1K3HLB1R50,27900,MO,29097,29097011400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,32,1,2,2,2,55000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,35000,1,1,3,5,1,NA,13,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095013307,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,31,1,2,2,2,105000,76.36,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,60,30%-<36%,2,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189220501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,105000,56.15,3.99,0.631,2,4715.37,NA,3126.88,2326.88,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,84,<20%,3,9,14
2020,549300FGXN1K3HLB1R50,27620,MO,29051,29051010800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,2,2,2,31,1,2,2,2,165000,NA,3.49,0.824,2,3112.94,NA,0,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,NA,NA,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29510,29510127300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,31,1,2,2,2,265000,NA,3.25,0.63,2,4574,NA,0,,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,NA,NA,2,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189213202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,125000,69.27,3.5,0.806,2,5246.8,NA,3680,2790,,240,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,110,30%-<36%,1,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29213,29213480201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,115000,75,4.75,1.425,3,5194.14,NA,3305.15,2859.38,,360,NA,NA,2,2,2,2,155000,1,3,3,5,1,NA,128,<20%,2,9,2
2020,549300FGXN1K3HLB1R50,16020,MO,29031,29031881100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,31,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,42,NA,9,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,2,2,2,185000,91.85,2.99,0.577,2,7146.23,NA,3333.26,3333.26,,300,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,64,42,3,10,2
2020,549300FGXN1K3HLB1R50,44180,MO,29077,29077004301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,215000,78.79,3.75,0.249,2,4456.94,NA,3353.85,2103.85,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,55,45,3,10,3
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311907,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,105000,47.02,3.99,0.729,2,4440.61,NA,3233.75,1983.75,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,47,44,3,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189215800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,1,1,1,2,2,2,305000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,247,NA,9,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29165,29165030201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,415000,67.95,3.625,0.67,2,4220.08,NA,3013.8,1763.8,,240,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,328,<20%,3,9,3
2020,549300FGXN1K3HLB1R50,99999,MO,29161,29161891000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,145000,73.68,3.99,1.216,2,5383.52,NA,3750,3500,,240,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,33,40,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29159,29159480400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,105000,97.75,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,33,50%-60%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29011,29011960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,31,1,2,2,2,195000,78.1,3.375,0.818,2,6268.97,NA,5155,3905,,180,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,78,41,1,9,3
2020,549300FGXN1K3HLB1R50,99999,MO,29091,29091090800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,125000,95,3.99,0.479,2,2782.14,NA,1852.5,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,72,37,3,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311211,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,235000,79.9,3.875,0.468,2,4926.07,NA,3305.43,2055.43,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,138,44,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29099,29099700504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,32,1,2,2,2,265000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,129,NA,9,9,3
2020,549300FGXN1K3HLB1R50,99999,MO,29117,29117480400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,2,2,2,2,1,2,2,2,45000,78.69,4.25,1.801,2,3950.89,NA,1501,1221,,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,37,<20%,1,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29183,29183311203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,105000,77.94,3.99,1.405,2,4786.74,NA,3237.5,1987.5,,180,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,84,30%-<36%,3,10,2
2020,549300FGXN1K3HLB1R50,28140,MO,29037,29037061400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,4,0,2,2,32,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,NA,9,9,3
2020,549300FGXN1K3HLB1R50,41180,MO,29219,29219820103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,31,1,2,2,2,65000,NA,NA,NA,3,NA,NA,NA,NA,NA,96,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,27,NA,9,9,2
2020,549300FGXN1K3HLB1R50,99999,MO,29075,29075960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,205000,69.68,3.75,0.796,2,2415.94,NA,2250,2250,,180,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,92,40,1,9,3
2020,549300FGXN1K3HLB1R50,99999,MO,29115,29115490400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,65000,52.66,3.375,0.965,2,4215.75,NA,2371.17,1121.17,,180,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,52,20%-<30%,3,10,2
2020,549300FGXN1K3HLB1R50,99999,MO,29111,29111970100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,2,1,31,1,2,2,2,105000,79.63,3.375,0.567,2,4486.98,NA,3436.75,2436.75,,144,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,68,20%-<30%,1,10,2
2020,549300FGXN1K3HLB1R50,41180,MO,29189,29189215103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,2,1,32,1,2,2,2,135000,69.92,3.625,1.012,2,5276.09,NA,4205.55,3055.55,,180,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,50,43,1,10,3
2020,549300FGXN1K3HLB1R50,99999,MO,29101,29101960900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,32,1,2,2,2,235000,60.99,3.875,0.983,2,4115.78,NA,2415,1165,,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,95,41,1,9,3
2020,549300FGXN1K3HLB1R50,28140,MO,29095,29095014108,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,3,0,2,2,31,1,2,2,2,135000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,2,9,2
2020,549300FGXN1K3HLB1R50,41180,MO,29071,29071800702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,2,2,32,1,2,2,2,135000,80,3.99,1.259,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,55,45,3,10,14
2020,549300FGXN1K3HLB1R50,99999,MO,29141,29141470500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,75000,52.33,4.25,1.063,2,3389.1,NA,2320,1570,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,36,30%-<36%,2,9,3
